index,source,translation,score
87,Develop a function to convert a given string to lowercase.,Membangunkan fungsi untuk menukar rentetan yang diberikan kepada huruf kecil.,-0.5150179266929626
88,Write a Python script that counts the number of characters in a string.,Tulis skrip python yang mengira bilangan aksara dalam rentetan.,-0.26554247736930847
89,Construct a compiler from a given grammar.,Bina pengkompil dari tatabahasa yang diberikan.,-0.6702513098716736
90,Design a pseudo-code of an insertion sort.,Reka bentuk kod pseudo jenis penyisipan.,-0.41010722517967224
91,Write a Python program to remove duplicate characters of a given string.,Tulis program python untuk mengeluarkan aksara pendua rentetan yang diberikan.,-0.22666412591934204
92,"Construct a valid SQL query to delete a row from a table called ""users""","Bina pertanyaan SQL yang sah untuk memadam baris dari jadual yang disebut ""Pengguna""",-0.5100489258766174
93,Generate a random string of 8 alphanumeric characters.,Menjana rentetan rawak 8 aksara alfanumerik.,-0.04104650765657425
94,Generate a function that prints out 'Hello World' in Java,Menjana fungsi yang mencetak 'hello world' di java,-0.17245805263519287
95,Validate a given email address against regular expression,Mengesahkan alamat e -mel yang diberikan terhadap ungkapan biasa,-0.607586681842804
96,Generate an optimized solution to the Traveling Salesman Problem,Menjana penyelesaian yang dioptimumkan kepada masalah jurujual perjalanan,-0.2968386709690094
97,Design a code to encode a string with a 6 character key,Reka kod untuk menyandikan rentetan dengan kekunci 6 aksara,-0.13737328350543976
98,Write a SQL query to find the name of the youngest student,Tulis pertanyaan SQL untuk mencari nama pelajar termuda,0.4127615988254547
99,Generate a program in JavaScript to display a random quote from the following array of quotes.,Menjana program di JavaScript untuk memaparkan petikan rawak dari pelbagai petikan berikut.,-0.09409435093402863
100,Design a program to display a multiplication table.,Reka bentuk program untuk memaparkan jadual pendaraban.,-0.45204025506973267
101,"Explain the concept of ""Big O notation"".","Terangkan konsep ""notasi besar"".",0.0022574961185455322
102,Sum all the numbers in a given list,Jumlah semua nombor dalam senarai tertentu,-0.17564411461353302
103,"Create a web scraper that extracts the name, address and contact number of restaurants in a given ci...","Buat pengikis web yang mengekstrak nama, alamat dan nombor hubungan restoran di bandar tertentu",0.12450002133846283
104,Create an algorithm that takes an array of integers and returns the indexes of the two numbers that ...,Buat algoritma yang mengambil pelbagai bilangan bulat dan mengembalikan indeks dua nombor yang menam...,-0.3021322190761566
105,Suggest a way to reverse a given string.,Cadangkan cara untuk membalikkan rentetan yang diberikan.,0.07073438167572021
106,Rewrite a given HTML code snippet to make the background of the page yellow.,Tulis semula coretan kod HTML yang diberikan untuk menjadikan latar belakang halaman kuning.,0.1806734949350357
107,Create a pandas dataframe with columns 'Name' and 'Age'.,Buat data Pandas dengan nama lajur 'dan' umur '.,-0.5587432384490967
108,Sort a given array of strings in alphabetical order.,Susun pelbagai rentetan dalam susunan abjad.,-0.1538844108581543
109,Generate a regex pattern for matching valid UK postcodes,Menjana corak regex untuk memadankan poskod UK yang sah,-0.4673866927623749
110,Generate a function for reversing a given number.,Menjana fungsi untuk membalikkan nombor tertentu.,-0.2871248424053192
111,Create a program to simulate a two-sided coin toss,Buat program untuk mensimulasikan duit syiling dua sisi,0.014597412198781967
112,Create a function to convert a string in a given base to its decimal representation.,Buat fungsi untuk menukar rentetan dalam asas yang diberikan kepada perwakilan perpuluhannya.,-0.9064164757728577
113,Create a selection sort algorithm to sort a given array of numbers in ascending order.,Buat algoritma jenis pilihan untuk menyusun pelbagai nombor yang diberikan dalam urutan menaik.,-0.05203494057059288
114,Write a code to find the cluster center given a matrix of points,Tulis kod untuk mencari pusat kluster yang diberikan matriks mata,-0.07222603261470795
115,Write a regular expression to match any five-digit ZIP code.,Tulis ungkapan biasa untuk memadankan sebarang kod zip lima angka.,-0.082357257604599
116,Optimize a given algorithm to execute efficiently,Mengoptimumkan algoritma yang diberikan untuk dilaksanakan dengan cekap,0.08619004487991333
117,Generate a code to separate the words in the following sentence and count the frequency of each word...,Menjana kod untuk memisahkan kata -kata dalam ayat berikut dan mengira kekerapan setiap perkataan.,0.11273632943630219
118,Create a SQL query to gather all the emails from the users table in a given database.,Buat pertanyaan SQL untuk mengumpulkan semua e -mel dari jadual pengguna dalam pangkalan data yang d...,-0.03068062663078308
119,Generate a program to calculate the median of given numbers in Java.,Menjana program untuk mengira median nombor yang diberikan di Jawa.,-0.42068782448768616
120,Write a JavaScript code snippet for sorting a given array of integers in ascending order,Tulis coretan kod JavaScript untuk menyusun pelbagai bilangan bulat dalam urutan menaik,0.1838502138853073
121,"Write a SQL query to find all records in the table where the ""date"" field is within the last three m...","Tulis pertanyaan SQL untuk mencari semua rekod dalam jadual di mana medan ""Tarikh"" dalam tempoh tiga...",-0.22836339473724365
122,Create a Swift program for searching a number in a given array of integers.,Buat program SWIFT untuk mencari nombor dalam pelbagai bilangan bulat.,-0.14155885577201843
123,Come up with a Ruby program to reverse a linked list.,Datang dengan program Ruby untuk membalikkan senarai yang dipautkan.,-0.3377494513988495
124,Generate a C program to calculate the minimum cost to traverse a given matrix,Menjana program c untuk mengira kos minimum untuk melintasi matriks yang diberikan,-0.17096802592277527
125,Design a code to scaffold out a new react component.,Reka bentuk kod untuk mencetuskan komponen React baru.,-0.007177814841270447
126,Create a JavaScript program that takes in an array of numbers and calculates the average.,Buat program JavaScript yang mengambil pelbagai nombor dan mengira purata.,0.17960570752620697
127,Create a function that takes a list of strings and returns a list of strings with all duplicates rem...,Buat fungsi yang mengambil senarai rentetan dan mengembalikan senarai rentetan dengan semua pendua y...,-0.7026962041854858
128,Generate 5 random characters and save them in an array.,Menjana 5 aksara rawak dan simpannya dalam array.,0.013995341956615448
129,Implement a method in Java that takes a string of parentheses and returns true if all parentheses ar...,Melaksanakan kaedah di Java yang mengambil rentetan kurungan dan pulangan benar jika semua tanda kur...,-0.5578585863113403
130,Construct a database table for online shopping items in PostgreSQL.,Bina jadual pangkalan data untuk barangan membeli -belah dalam talian di PostgreSQL.,0.2767625153064728
131,Generate a list comprehension which maintains a list of even numbers from 0 to 9.,Menjana pemahaman senarai yang mengekalkan senarai nombor walaupun dari 0 hingga 9.,-0.12039771676063538
132,Create a database query to retrieve the most recently added record from a table.,Buat pertanyaan pangkalan data untuk mendapatkan rekod yang paling baru ditambah dari jadual.,-0.5991077423095703
133,Write a Python script to print the frequency of all unique words in a given string.,Tulis skrip python untuk mencetak kekerapan semua perkataan unik dalam rentetan yang diberikan.,-0.16137269139289856
134,Write an algorithm to complete a given number puzzle.,Tulis algoritma untuk melengkapkan teka -teki nombor tertentu.,0.2035551369190216
135,Write a code snippet to convert a dictionary into a function call by specifying key-value arguments.,Tulis coretan kod untuk menukar kamus ke dalam panggilan fungsi dengan menentukan argumen nilai kunc...,-0.5104381442070007
136,Develop an algorithm to match a given pattern in a string.,Membangunkan algoritma untuk memadankan corak yang diberikan dalam rentetan.,0.10259272158145905
137,Generate a React component for displaying a table that is rendered from an array of objects.,Menjana komponen bertindak balas untuk memaparkan jadual yang diberikan dari pelbagai objek.,-0.1657298356294632
138,Generate a random password with at least eight characters which consists of lower and upper case let...,"Menjana kata laluan rawak dengan sekurang -kurangnya lapan aksara yang terdiri daripada huruf, nombo...",-0.08863815665245056
139,Design a code to sort an array of strings alphabetically without using the built-in sorting function...,Reka bentuk kod untuk menyusun pelbagai rentetan abjad tanpa menggunakan fungsi penyortiran terbina ...,-0.18219175934791565
140,Generate a code snippet to replace multiple repetitive characters in a string with a specific charac...,Menjana coretan kod untuk menggantikan pelbagai aksara berulang dalam rentetan dengan watak tertentu...,-0.26290690898895264
141,Develop a python program for predicting a movie's rating based on its reviews.,Membangunkan program Python untuk meramalkan penarafan filem berdasarkan ulasannya.,0.12329663336277008
142,Develop a function to calculate the compound interest on a given principal.,Membangunkan fungsi untuk mengira kepentingan kompaun pada prinsipal yang diberikan.,-0.5467553734779358
143,Design a program to format a given date into YYYY-MM-DD,Reka bentuk program untuk memformat tarikh yang diberikan ke yyyy-mm-dd,0.11551457643508911
144,Construct a CSS code to make the following text bold and center aligned.,Bina kod CSS untuk membuat teks berikut berani dan pusat diselaraskan.,-0.5152780413627625
145,Write a SQL query to retrieve the column names of a table from a given database.,Tulis pertanyaan SQL untuk mendapatkan nama lajur jadual dari pangkalan data yang diberikan.,-0.1485329121351242
146,Write a function in Java that takes an array of strings and reverses each string.,Tulis fungsi di Java yang mengambil pelbagai rentetan dan membalikkan setiap rentetan.,-0.3027832806110382
147,Construct a function which takes a list of strings and returns a concatenated string.,Membina fungsi yang mengambil senarai rentetan dan mengembalikan rentetan yang disatukan.,-0.5450684428215027
148,Generate a SQL query to find all the customers in a table with sales greater than 200.,Menjana pertanyaan SQL untuk mencari semua pelanggan dalam jadual dengan jualan lebih daripada 200.,-0.5184321999549866
149,Write an algorithm to evaluate an infix expression.,Tulis algoritma untuk menilai ekspresi infix.,-0.09455838799476624
150,What is the time complexity of Bubble Sort?,Apakah kerumitan masa gelembung?,-0.49639061093330383
151,Create a Cli object with helper methods to represent an installation of Nucleator. Import commands f...,Buat objek CLI dengan kaedah penolong untuk mewakili pemasangan nukleus. Perintah import dari jalan ...,-0.6773906350135803
152,What are the main benefits of functional programming?,Apakah faedah utama pengaturcaraan berfungsi?,-0.11807817220687866
153,Generate a random string with 12 alphabets.,Menjana rentetan rawak dengan 12 huruf.,0.1941252499818802
154,Write a MySQL query to find the average cost of a product in an inventory,Tulis pertanyaan MySQL untuk mencari kos purata produk dalam inventori,0.24732254445552826
155,Create an SQL query to filter the records older than one year from a table.,Buat pertanyaan SQL untuk menapis rekod lebih tua dari satu tahun dari jadual.,-0.26588526368141174
156,Write a code to generate random passwords of length 8.,Tulis kod untuk menjana kata laluan rawak panjang 8.,-0.203657865524292
157,Create a Perl program to convert a given sentence to CamelCase notation.,Buat program Perl untuk menukar ayat yang diberikan kepada notasi unta.,-0.21967393159866333
158,Create a function that takes an array of strings and prints it in reverse order,Buat fungsi yang mengambil pelbagai rentetan dan mencetaknya dalam urutan terbalik,-0.43045786023139954
159,Generate an array of 5 unique random integers between 1 and 10,Menjana pelbagai 5 bilangan bulat rawak unik antara 1 dan 10,0.021783437579870224
160,Generate code to traverse a binary tree in preorder.,Menjana kod untuk melintasi pokok binari dalam preorder.,-0.048223596066236496
161,Algorithm to convert Decimal to Binary,Algoritma untuk menukar perpuluhan ke binari,-0.12133656442165375
162,Design a neural network architecture for facial recognition.,Reka bentuk seni bina rangkaian saraf untuk pengiktirafan muka.,-0.2954739034175873
163,Count the occurrences of specific characters in a string.,Kira kejadian aksara tertentu dalam rentetan.,-0.5327219367027283
164,"Convert the given array of numbers into a dictionary, where the keys are the numbers and the values ...","Tukar pelbagai nombor ke dalam kamus, di mana kunci adalah nombor dan nilai -nilai adalah bilangan k...",-0.1548597365617752
165,Develop a function in PHP that takes an array of strings and returns the average length of the strin...,Membangunkan fungsi dalam PHP yang mengambil pelbagai rentetan dan mengembalikan panjang purata rent...,-0.23866459727287292
166,Suggest a completion of the following code so that it performs the desired task,Cadangkan penyempurnaan kod berikut supaya ia melaksanakan tugas yang dikehendaki,0.14845959842205048
167,Classify the following code into one of the listed programming paradigms.,Klasifikasi kod berikut ke dalam salah satu paradigma pengaturcaraan yang disenaraikan.,-0.40771210193634033
168,Create an efficient algorithm for finding the smallest missing number in an array of consecutive num...,Buat algoritma yang cekap untuk mencari nombor yang paling kecil dalam pelbagai nombor berturut -tur...,0.26268595457077026
169,Generate a Python program to find the longest increasing subsequence in a given list of numbers,Menjana program python untuk mencari seterusnya yang paling lama meningkat dalam senarai nombor yang...,-0.4574764370918274
170,Generate a Java program given a list of strings,Menjana program Java diberi senarai rentetan,-0.37631097435951233
171,Create a program that sorts a list of strings alphabetically,Buat program yang menyusun senarai rentetan mengikut abjad,0.0401560515165329
172,Identify all the anagrams in an array.,Kenal pasti semua anagram dalam pelbagai.,-0.5412257313728333
173,Code a machine learning model to predict the next possible word given a sequence of words.,Kod model pembelajaran mesin untuk meramalkan perkataan yang mungkin seterusnya diberikan urutan per...,-0.21083465218544006
174,Suggest a more efficient way to implement the following code,Cadangkan cara yang lebih berkesan untuk melaksanakan kod berikut,0.38827618956565857
175,Write a single-line Python code to delete a key-value pair from a dictionary.,Tulis kod python satu baris untuk memadam pasangan nilai utama dari kamus.,-0.31567999720573425
176,"Given a set of points on a 2D plane, find the minimum area of a rectangle enclosing all of the point...","Memandangkan satu set mata pada satah 2D, cari kawasan minimum segi empat tepat yang melampirkan sem...",-0.4721778929233551
177,Create a SQL query to calculate the total number of customers by country.,Buat pertanyaan SQL untuk mengira jumlah pelanggan mengikut negara.,0.2546233832836151
178,Construct a regular expression pattern to extract the key-value pairs from a query string.,Bina corak ekspresi biasa untuk mengekstrak pasangan nilai kunci dari rentetan pertanyaan.,-0.2302759885787964
179,You are given a multi-dimensional array. Develop a code to find the max element,Anda diberi pelbagai pelbagai dimensi. Kembangkan kod untuk mencari elemen maksimum,-0.2548079788684845
180,Write a Java program to clone an array of strings.,Tulis program Java untuk mengklon pelbagai rentetan.,-0.19587549567222595
181,Predict the output of the given code:,Ramalkan output kod yang diberikan:,0.45229122042655945
182,Code a Java program to find the length of the longest increasing subsequence of a given array of num...,Kod Program Java untuk mencari panjang seterusnya yang paling lama meningkat dari pelbagai nombor ya...,-0.532087504863739
183,Generate a regular expression pattern to match alphanumeric strings of length 8.,Menjana corak ekspresi biasa untuk memadankan rentetan alfanumerik panjang 8.,-0.3368464410305023
184,"Write an HTML code snippet that renders a paragraph with the text ""Welcome to the website"".","Tulis coretan kod HTML yang membuat perenggan dengan teks ""Selamat Datang ke Laman Web"".",0.3417452871799469
185,Create a SQL query to calculate the average duration of each day and return the average duration and...,Buat pertanyaan SQL untuk mengira tempoh purata setiap hari dan kembalikan tempoh purata dan hari ia...,0.10954175889492035
186,Write JavaScript code to sort an array of strings alphabetically.,Tulis kod JavaScript untuk menyusun pelbagai rentetan abjad.,0.1306166648864746
187,Code a basic calculator,Kod kalkulator asas,0.04391929879784584
188,"In Java, create a method to count the number of times a character appears in a string","Di Java, buat kaedah untuk mengira bilangan kali watak muncul dalam rentetan",-0.07485643029212952
189,Modify the following code to print out a list of unique numbers?,Ubah suai kod berikut untuk mencetak senarai nombor unik?,0.05509049445390701
190,Identify the usage of the following command.,Kenal pasti penggunaan arahan berikut.,-0.1617380678653717
191,Generate a random 16 character long password which contains at least one uppercase letter and one nu...,Menjana kata laluan panjang 16 aksara yang mengandungi sekurang -kurangnya satu huruf besar dan satu...,0.4503708481788635
192,Find the longest sub array with the given condition.,Cari pelbagai sub terpanjang dengan keadaan yang diberikan.,-0.6941266655921936
193,Write a code to replace all instances of an old string in a given string with a new string.,Tulis kod untuk menggantikan semua contoh rentetan lama dalam rentetan yang diberikan dengan renteta...,-0.02692350000143051
194,"Given a  list of integers, swap the adjacent elements of the list if the number of elements is even ...","Memandangkan senarai bilangan bulat, bertukar unsur -unsur bersebelahan senarai jika bilangan elemen...",-0.6038472652435303
195,"Create a SQL query that returns the first 100 records from the ""customers"" table sorted by customer ...","Buat pertanyaan SQL yang mengembalikan rekod 100 pertama dari jadual ""Pelanggan"" yang disusun oleh N...",-0.38976049423217773
196,Find the median of a given array of numbers.,Cari median pelbagai nombor yang diberikan.,-0.5417794585227966
197,Design a Python script to nested loop iterate the following list of lists.,Reka bentuk skrip python ke gelung bersarang melaraskan senarai senarai berikut.,-0.8598547577857971
198,"Given a list of integers, print the number of even numbers.","Memandangkan senarai bilangan bulat, cetak bilangan nombor walaupun.",-0.5953264832496643
199,Generate a code to remove all punctuations from the given string,Menjana kod untuk mengalih keluar semua tanda baca dari rentetan yang diberikan,-0.30443862080574036
200,Write a code fragment that computes the length of a string.,Tulis serpihan kod yang mengira panjang rentetan.,-0.31863704323768616
201,Create a program to sort a list of strings alphabetically.,Buat program untuk menyusun senarai rentetan mengikut abjad.,0.13767372071743011
202,Explain the concept of Iterators.,Terangkan konsep Iterator.,0.3344419002532959
203,Generate a neural network architecture for a regression problem using Keras.,Menjana seni bina rangkaian saraf untuk masalah regresi menggunakan keras.,-0.5986867547035217
